Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
junior full stack developer,zeominds it solutions,freshers,4-5,pune,2.0,1275.0, full time,front end developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1
devops engineer,nascent info technologies,expereince,not disclosed,ahmedabad,2.0,382.0, full time,devops engineer,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
senior full stack engineer - cloud & distributed systems,uplers,expereince,15-25,hyderabad,2.0,82.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"staff software engineer (go/java/python, cloud)",netapp,freshers,not disclosed,bengaluru,2.0,86.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
"senior cloud engineer (java/python, cloud)",netapp,expereince,not disclosed,bengaluru,2.0,62.0, full time,site reliability engineer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
cse/isc/data science/aimlfaculty/ business analytics faculty bangalore,reputed group of institutions in bangalo...,expereince,6.5-12,devanahalli,2.0,88.0, full time,assistant professor / lecturer,pg,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
system engineer,niha technologies,expereince,not disclosed,bengaluru,2.0,208.0, full time,search engineer,ug,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
java developer,altimetric,expereince,11-17,chennai,2.0,34.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"software engineer (devops, python)",netapp,expereince,not disclosed,bengaluru,2.0,112.0, full time,release engineer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
cloud engineer,netapp,expereince,not disclosed,bengaluru,2.0,1353.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
senior developer,kodehash technologies,expereince,not disclosed,hiring office located in gurugram,2.0,50.0, full time,other,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
java developer,tekpillar services,expereince,10-13,chennai,2.0,42.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
senior software developer,paramyter tech,expereince,not disclosed,noida,2.0,50.0, full time,full stack developer,ug,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
data centre professional,athena consultancy services.,expereince,not disclosed,manesar,1.0,10.0, full time,network architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
data analyst,jobaaj (a unit of nishtya infotech ),expereince,4-5,haryana,4.0,508.0, full time,data analyst,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
business advisory associate manager,accenture,freshers,not disclosed,hyderabad,15.0,10.0, full time,analytics consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
full stack developer,eviden,expereince,not disclosed,pune,4.0,434.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer - senior & mid-level,creditmitra,expereince,5-15,hyderabad,5.0,2314.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
full-stack ai developer (generative ai & llms),confidentil - us based,expereince,not disclosed,hyderabad,1.0,10.0, full time,machine learning engineer,ug,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,leading financial services,freshers,15-25,chennai,2.0,36.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
aws full stack developer,techominds,expereince,not disclosed,bengaluru,4.0,58.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,euclid innovations,expereince,not disclosed,mumbai,4.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
full stack developer,product based leading b2b it services co...,expereince,not disclosed,hyderabad,5.0,510.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack cloud developer,shure audio technologies,expereince,not disclosed,hyderabad,3.0,11.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer || us mncs,impetus consultants,expereince,14-24,pune,2.0,21.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,ideas to impacts innovation,expereince,not disclosed,pune,3.0,385.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
aws full stack developer,techominds,expereince,not disclosed,bengaluru,4.0,35.0, full time,software development - other,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
full stack developer,apxor,expereince,not disclosed,hyderabad,4.0,366.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
ai full stack developer,pronix it solutions,expereince,10-15,hyderabad,4.0,137.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
full stack developer,euclid innovations,expereince,not disclosed,warangal,5.0,45.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
founding full-stack / frontend developer,humanbit,expereince,not disclosed,bengaluru,5.0,285.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
full stack developer,softtek,expereince,not disclosed,bengaluru,5.0,203.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
hot vacancy - full stack developer,recruitment consultant of usa mnc,expereince,16-18,pune,7.0,391.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
pimcore developer,infogain,expereince,not disclosed,noida,2.0,112.0, full time,back end developer,ug,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"software engineer - golang, rest, aws",webex,expereince,not disclosed,bengaluru,1.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
software engineer,dtcc,expereince,not disclosed,chennai,1.0,27.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
"software engineer (.net/golang, aws)",nice,expereince,not disclosed,pune,1.0,168.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1
software engineer (angular),nice,expereince,not disclosed,pune,1.0,304.0, full time,search engineer,ug,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
software engineer,cyara,expereince,not disclosed,hyderabad,2.0,88.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
software engineer,msys technologies,expereince,not disclosed,bengaluru,2.0,227.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
"software engineer (.net/golang, aws)",atlasrtx,expereince,not disclosed,pune,2.0,18.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
software engineer - devsecops,quest global technologies,expereince,not disclosed,bengaluru,2.0,111.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
dbt developer,callesto,expereince,not disclosed,pune,17.0,49.0, full time,software development - other,ug,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
principal/lead data scientist,fractal analytics,expereince,not disclosed,mumbai,4.0,58.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
adobe critical positions,centre for recruitment & selection,expereince,not disclosed,kolkata,2.0,79.0, full time,engineering manager,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
machine learning (ml) engineer,kloud9,expereince,not disclosed,kolkata,3.0,80.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
dev ops engineer,tech stalwart solution,expereince,not disclosed,kolkata,3.0,1164.0, full time,devops - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
aws cloud devops engineer,tech stalwart solution,expereince,not disclosed,kolkata,3.0,84.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
data and solution architect,mnc group,expereince,not disclosed,pune,3.0,118.0, full time,it & information security - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
java developer,empenofore technologies,expereince,not disclosed,noida,4.0,4540.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
kubernetes with aws,tech stalwart solution,expereince,not disclosed,kolkata,4.0,549.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
technical product owner,globallogic,expereince,not disclosed,noida,5.0,1449.0, full time,technical product manager,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
cloud-itgc,ey,expereince,not disclosed,kolkata,5.0,397.0, full time,other consulting - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
.net with aws/azure/gcp developer,infosys,expereince,not disclosed,pune,3.0,188.0, full time,software development - other,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
senior data analytics engineer,prudential,expereince,not disclosed,kolkata,30.0,61.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
staff data analytics engineer,greenlight financial technology,expereince,not disclosed,bengaluru,30.0,112.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
senior associate data analytics l1,publics sapient,expereince,not disclosed,bengaluru,17.0,47.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0
senior associate data analytics l2,publics sapient,expereince,not disclosed,bengaluru,17.0,16.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,mumbai,30.0,127.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,kolkata,30.0,46.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,chennai,30.0,101.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,bengaluru,30.0,184.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,hyderabad,30.0,111.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,pune,30.0,193.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist - security,zoom start india,expereince,not disclosed,ahmedabad,30.0,113.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data analytics engineer for top mnc,lrr technologies,expereince,15-27.5,hyderabad/secunderabad,5.0,24.0, full time,data science & machine learning - other,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"big data developer - spark, scala, hive",kiash solution llp,expereince,12-18,bengaluru,1.0,10.0, full time,data engineer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
data analytics engineer for top mnc,lrr technologies,expereince,20-27.5,hyderabad,5.0,111.0, full time,data science & analytics - other,ug,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ai engineer,poulima infotech .,expereince,6-7.8,bengaluru,1.0,71.0, full time,data science & machine learning - other,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"principal data scientist, analytics",expedia,expereince,not disclosed,gurugram,3.0,10.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
senior data engineer (gcp),quantiphi analytics solutions,expereince,not disclosed,mumbai,3.0,98.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
senior data engineer aws,quantiphi analytics solutions,expereince,not disclosed,mumbai,3.0,63.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
architect/associate architect - data (aws),quantiphi analytics solutions,expereince,not disclosed,mumbai,3.0,14.0, full time,data warehouse architect / consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
associate architect/technical architect - data,quantiphi analytics solutions,expereince,not disclosed,mumbai,3.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
ml intern,binocs,freshers,not disclosed,bengaluru,3.0,701.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
ai ops engineer,ab2 consulting,expereince,10-12,pune,3.0,381.0, full time,data science & machine learning - other,ug,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
data architect (aws or snowflake),numinolabs,freshers,not disclosed,pune,3.0,35.0, full time,data science & analytics - other,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
senior ai engineer,commvault,expereince,not disclosed,hyderabad,4.0,161.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
security advisor,accenture,expereince,not disclosed,coimbatore,4.0,10.0, full time,security administrator,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
security advisor,accenture,expereince,not disclosed,pune,4.0,25.0, full time,security administrator,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
gen al architect,capgemini,expereince,not disclosed,pune,4.0,20.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data strategy,capgemini,expereince,not disclosed,bengaluru,4.0,13.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
zscaler admin,careplix,expereince,not disclosed,kolkata,4.0,70.0, full time,administration - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"architect, smart",wayfair technologies,expereince,not disclosed,bengaluru,4.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
data & analytics analyst,natwest services,expereince,not disclosed,gurugram,4.0,54.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
lead data scientist,cloudcover consultancy,expereince,not disclosed,pune,4.0,66.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
product manager - cloud data platform,guidewire software,expereince,not disclosed,bengaluru,4.0,23.0, full time,product manager,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
senior product manager - guidewire data solutions,guidewire software,expereince,not disclosed,bengaluru,4.0,34.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
software engineer ii - back end (data platform),abnormal security,expereince,not disclosed,bengaluru,4.0,10.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data scientist,indium software,expereince,not disclosed,bengaluru,4.0,344.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"associate director, erc data analytics and insights",novartis,expereince,not disclosed,hyderabad,4.0,21.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
senior cybersecurity manager,in time tec,expereince,20-30,jaipur,4.0,90.0, full time,cyber security,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
technical project manger,experion,freshers,not disclosed,kochi,4.0,139.0, full time,data science & analytics - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java technical manager,acesoft,freshers,30-32.5,hyderabad,4.0,133.0, full time,technical lead,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
data analyst,dk infoway,expereince,3.75-5.5,pune,4.0,3888.0, full time,data analyst,ug,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
senior angular developer,techup labs,expereince,not disclosed,mumbai,5.0,1325.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
senior java full-stack developer,wits innovation lab,expereince,not disclosed,mumbai,5.0,80.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
senior devops engineer,luxoft,expereince,not disclosed,kolkata,5.0,77.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
sr data engineer,datanow,expereince,not disclosed,bengaluru,5.0,312.0, full time,data scientist,ug,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
principal member of technical staff ( java backend - system design),oracle,expereince,25-40,kolkata,5.0,688.0, full time,back end developer,both,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
sre - chaos engineer,xebia it architects,expereince,25-35,gurugram,5.0,1021.0, full time,site reliability engineer,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sr data architect,photon,expereince,not disclosed,kolkata,30.0,122.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
snowflake developer,hiring for one of the most prestigious m...,expereince,not disclosed,hyderabad,7.0,365.0, full time,data engineer,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"node js developer with product based it co at sinhgad road, pune.(wfo)",client of schs,expereince,7-14,pune,1.0,24.0, full time,back end developer,both,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
"data programming associate, jp morgan, bengaluru",jpmorgan chase bank,expereince,20-35,bengaluru,3.0,486.0, full time,risk management & compliance - other,pg,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
backend developer,magna international,expereince,not disclosed,bengaluru,4.0,154.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
python (ai/ml) application developer for top mnc,lrr technologies,expereince,25-35,hyderabad,5.0,62.0, full time,software development - other,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
senior full stack engineer - hyderabad,livello india,expereince,not disclosed,hyderabad,5.0,135.0, full time,full stack developer,both,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
hiring data engineer,ss consultancy services,expereince,not disclosed,bengaluru,1.0,24.0, full time,data engineer,both,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
senior data engineer,teleperformance (tp),expereince,not disclosed,hyderabad,18.0,65.0, full time,data engineer,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
lead data scientist - marketing analytics,indusind bank,expereince,not disclosed,gurugram,5.0,283.0, full time,data science & analytics - other,ug,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,mumbai,30.0,110.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,kolkata,30.0,43.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,chennai,30.0,78.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,bengaluru,30.0,142.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,hyderabad,30.0,88.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,pune,30.0,173.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data engineer,weitglobal,expereince,not disclosed,ahmedabad,30.0,50.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
databricks developer azure/aws/gcp - pan india,genpact,expereince,not disclosed,hyderabad,4.0,125.0, full time,it infrastructure services - other,ug,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
lead data engineer (mumbai only),team management services,expereince,not disclosed,mumbai,25.0,43.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
sde ii - backend engineer,inmobi,expereince,not disclosed,bengaluru,30.0,186.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
sr. data engineer,databricks,expereince,not disclosed,bengaluru,30.0,198.0, full time,data engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data analytics manager / sr. manager,appstek information services,freshers,not disclosed,hyderabad,30.0,169.0, full time,head - data science,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
